record_id,district,latitude,longitude,elevation_m,slope_deg,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,soil_moisture_index,soil_type,geology,land_cover,ndvi,road_distance_km,river_distance_km,road_cutting,deforestation_index,landslide_occurrence,risk_score,risk_level
160,Tinsukia,26.716011,90.997963,105.82,0.85,35.85,140.3,277.98,0.247,alluvial,gneiss,cropland,0.492,0.888,0.417,0,0.259,0,19.22,Low
161,Cachar,27.888886,91.565359,435.01,14.15,25.82,124.94,405.44,0.359,colluvial,shale,forest,0.683,0.182,1.977,0,0.116,1,43.26,Moderate
162,Sonitpur,26.475247,92.260392,169.61,16.51,59.45,182.44,663.93,0.347,clayey,sandstone,shrubland,0.505,4.193,1.194,0,0.338,1,49.36,Moderate
163,Sonitpur,25.497783,89.806462,109.0,21.16,71.44,292.77,736.98,0.44,lateritic,gneiss,shrubland,0.742,0.676,0.732,0,0.152,1,65.94,High
164,Kamrup,24.254512,90.12961,595.29,17.24,153.49,418.68,1059.39,0.375,clayey,alluvium,grassland,0.73,1.589,2.884,1,0.168,1,72.2,High
165,Dima Hasao,26.304004,93.872672,338.43,7.69,56.37,146.15,396.39,0.211,sandy_loam,gneiss,shrubland,0.852,0.897,2.169,0,0.125,1,30.22,Moderate
166,Nagaon,24.979291,93.484511,73.37,4.19,148.83,380.97,653.92,0.417,sandy_loam,alluvium,forest,0.546,2.436,1.338,0,0.285,1,49.75,Moderate
167,Cachar,25.663939,95.220985,548.89,24.14,16.99,222.08,611.13,0.4,alluvial,alluvium,shrubland,0.616,0.398,1.32,0,0.464,1,62.13,High
168,Karbi Anglong,24.214768,95.716594,322.03,5.4,82.55,278.9,788.59,0.396,colluvial,shale,forest,0.541,2.997,0.042,1,0.289,1,53.55,High
169,Dima Hasao,26.75577,94.309668,297.68,10.08,50.28,128.9,306.45,0.272,sandy_loam,alluvium,shrubland,0.606,12.416,0.698,0,0.339,1,32.77,Moderate
170,Darrang,27.812764,92.186419,82.3,1.41,9.03,37.86,145.61,0.332,clayey,weathered_mixed_rock,bare_land,0.631,0.956,2.465,0,0.155,1,14.43,Low
171,Biswanath,25.398106,94.386781,32.57,1.86,41.23,88.67,326.51,0.348,alluvial,gneiss,forest,0.62,7.838,0.795,0,0.111,0,16.7,Low
172,Dima Hasao,27.460968,93.345788,404.8,30.19,146.96,277.09,872.61,0.43,clayey,sandstone,forest,0.597,0.74,0.33,0,0.378,1,75.0,Very High
173,Kamrup,24.543111,95.641275,396.21,9.04,29.43,93.7,229.04,0.335,clayey,alluvium,shrubland,0.44,1.412,0.868,0,0.786,1,34.46,Moderate
174,Karbi Anglong,27.109494,95.398247,753.24,37.95,105.29,392.19,1199.78,0.522,sandy_loam,shale,built_up,0.571,5.155,1.938,0,0.323,1,85.55,Very High
175,Sonitpur,24.342969,94.99342,698.69,38.83,21.27,89.74,239.9,0.255,weathered_rock,weathered_mixed_rock,forest,0.783,5.636,1.218,0,0.161,1,65.44,High
176,Karbi Anglong,25.112113,93.797437,563.08,20.16,75.55,282.46,787.43,0.345,sandy_loam,alluvium,forest,0.659,1.464,2.826,0,0.292,1,60.55,High
177,Lakhimpur,25.549037,90.777231,38.61,1.64,93.94,209.27,533.69,0.356,clayey,alluvium,shrubland,0.503,1.602,0.368,0,0.481,1,32.43,Moderate
178,Cachar,24.67419,94.54888,445.73,16.95,55.83,173.63,359.35,0.439,colluvial,weathered_mixed_rock,forest,0.875,1.62,0.829,1,0.198,0,58.95,High
179,Dhubri,24.793338,95.236647,52.53,4.03,15.07,90.46,269.45,0.341,weathered_rock,alluvium,bare_land,0.703,1.586,3.882,0,0.071,1,19.29,Low
180,Karbi Anglong,27.00538,94.430753,505.63,31.63,23.19,103.36,401.52,0.274,sandy_loam,shale,cropland,0.477,1.917,7.831,0,0.525,0,59.92,High
181,Cachar,24.411802,93.38945,302.99,6.9,19.72,81.63,373.96,0.353,alluvial,shale,forest,0.631,2.597,1.003,0,0.473,0,27.27,Moderate
182,Dima Hasao,28.015802,94.389538,518.24,16.1,88.58,255.96,618.71,0.388,clayey,sandstone,forest,0.492,4.317,0.701,0,0.478,1,57.42,High
183,Bongaigaon,27.30396,92.00676,248.72,3.96,49.72,121.18,425.44,0.312,clayey,weathered_mixed_rock,cropland,0.627,1.506,0.905,0,0.247,0,24.78,Low
184,Barpeta,25.533955,90.583331,33.68,2.23,38.62,192.12,451.06,0.437,alluvial,weathered_mixed_rock,forest,0.603,4.904,1.168,0,0.663,1,29.3,Moderate
185,West Karbi Anglong,26.703672,91.829618,320.13,12.96,141.74,466.11,1200.0,0.545,alluvial,shale,forest,0.477,1.358,2.986,1,0.717,1,74.25,High
186,Sonitpur,27.093489,95.120518,243.29,7.47,168.6,534.24,1200.0,0.665,weathered_rock,sandstone,cropland,0.542,5.813,0.538,0,0.254,0,71.68,High
187,Nagaon,26.556282,95.344708,51.37,7.44,51.19,143.68,529.95,0.215,alluvial,alluvium,cropland,0.483,4.579,1.35,0,0.518,0,25.43,Moderate
188,Kamrup Metropolitan,26.658506,90.963722,82.65,15.15,73.13,272.73,983.51,0.258,alluvial,granite,cropland,0.792,3.229,0.122,0,0.255,0,52.28,High
189,Kamrup,27.938666,90.251293,378.96,4.89,36.36,216.84,714.33,0.349,weathered_rock,alluvium,built_up,0.665,1.834,0.258,0,0.075,0,35.43,Moderate
190,West Karbi Anglong,27.788704,90.317187,484.66,35.98,79.58,179.43,361.56,0.44,lateritic,alluvium,cropland,0.592,5.699,0.245,0,0.235,1,72.68,High
191,Dima Hasao,27.929361,93.13802,724.72,15.35,207.83,650.0,1078.72,0.483,weathered_rock,shale,grassland,0.711,3.819,2.516,0,0.116,1,76.26,Very High
192,Chirang,27.806407,91.382333,106.15,2.01,199.55,386.82,1200.0,0.516,colluvial,alluvium,forest,0.709,0.587,4.375,0,0.104,1,54.83,High
193,Chirang,26.947192,92.394568,28.42,1.3,48.84,170.39,466.7,0.311,weathered_rock,alluvium,forest,0.736,0.822,0.444,0,0.175,0,24.48,Low
194,Sonitpur,26.114548,93.136613,750.07,13.55,71.65,257.45,475.19,0.492,lateritic,shale,forest,0.564,1.548,4.523,1,0.506,1,61.76,High
195,Cachar,26.095749,90.059917,536.11,17.28,32.35,109.15,255.97,0.385,colluvial,sandstone,built_up,0.538,1.022,1.715,0,0.47,1,47.75,Moderate
196,Cachar,27.317714,94.672302,946.75,10.48,138.46,636.46,1200.0,0.605,colluvial,alluvium,forest,0.619,0.765,0.832,1,0.177,1,75.31,Very High
197,Dhemaji,27.973003,90.830253,52.89,4.77,57.68,135.01,466.46,0.27,lateritic,gneiss,built_up,0.716,4.871,0.329,0,0.248,0,24.33,Low
198,Chirang,24.378656,92.543749,141.24,3.79,72.43,384.64,1035.13,0.482,clayey,alluvium,forest,0.681,0.634,2.047,0,0.222,1,48.26,Moderate
199,Baksa,27.770353,95.189115,21.57,8.86,62.81,140.91,465.29,0.289,sandy_loam,weathered_mixed_rock,built_up,0.643,10.629,1.497,0,0.2,0,29.87,Moderate
200,Jorhat,27.653617,94.879981,115.32,3.19,88.02,216.96,815.88,0.262,alluvial,granite,grassland,0.621,0.606,0.444,0,0.193,0,30.81,Moderate
201,Sonitpur,24.376638,95.29815,123.86,29.53,81.72,300.98,842.35,0.51,alluvial,alluvium,bare_land,0.5,1.189,1.484,0,0.202,1,74.63,High
202,Dima Hasao,26.823153,94.183307,477.51,13.2,37.39,177.66,462.24,0.497,clayey,alluvium,forest,0.688,0.241,1.391,1,0.079,1,55.33,High
203,Karbi Anglong,28.179128,91.182114,125.2,33.09,70.52,194.84,738.95,0.524,sandy_loam,weathered_mixed_rock,built_up,0.759,4.751,1.481,0,0.204,1,72.16,High
204,Chirang,27.662127,92.19987,91.34,15.87,50.14,179.91,520.37,0.258,alluvial,shale,bare_land,0.643,2.085,0.083,0,0.395,1,44.28,Moderate
205,Udalguri,24.270224,90.336336,361.29,6.48,70.26,258.93,899.7,0.422,clayey,alluvium,forest,0.527,0.775,0.786,1,0.331,1,53.18,High
206,Dima Hasao,27.978303,92.048401,571.79,9.94,84.28,236.01,412.1,0.474,alluvial,alluvium,bare_land,0.546,1.841,1.538,0,0.306,0,49.12,Moderate
207,Dima Hasao,24.744265,89.731055,565.77,40.79,23.2,48.43,115.5,0.41,sandy_loam,weathered_mixed_rock,shrubland,0.447,0.17,4.074,1,0.584,1,71.89,High
208,Biswanath,24.311646,93.117867,55.94,3.81,64.83,155.25,501.49,0.288,colluvial,sandstone,forest,0.64,4.909,1.294,0,0.408,0,25.32,Moderate
209,Dima Hasao,24.979708,90.026127,377.7,31.21,42.7,97.52,395.62,0.212,sandy_loam,weathered_mixed_rock,cropland,0.824,9.732,0.547,0,0.16,0,57.38,High
210,Karbi Anglong,26.077927,90.394902,519.98,6.37,76.91,185.8,676.42,0.484,lateritic,sandstone,shrubland,0.639,0.591,0.259,0,0.399,1,45.26,Moderate
211,Kamrup Metropolitan,27.505469,93.369371,207.96,16.84,46.02,204.11,558.52,0.535,clayey,alluvium,forest,0.648,0.576,0.23,1,0.113,1,62.14,High
212,Lakhimpur,25.148612,90.114934,183.99,3.49,13.58,91.19,433.29,0.265,clayey,alluvium,forest,0.693,0.812,1.919,0,0.067,0,16.99,Low
213,Sonitpur,25.678084,94.049734,165.81,6.65,59.69,247.29,654.48,0.389,colluvial,granite,grassland,0.726,5.332,0.466,0,0.143,0,41.46,Moderate
214,Karbi Anglong,24.606636,93.946849,749.61,7.23,56.25,201.06,452.06,0.403,lateritic,shale,cropland,0.539,3.417,0.145,0,0.608,0,43.28,Moderate
215,Dhemaji,25.253671,95.465207,80.34,18.18,41.32,145.19,492.51,0.42,weathered_rock,shale,built_up,0.738,1.043,2.058,0,0.119,1,48.18,Moderate
216,West Karbi Anglong,27.878902,92.652119,589.17,11.98,146.84,322.43,671.04,0.371,clayey,alluvium,forest,0.694,9.081,2.24,0,0.077,1,56.21,High
217,Cachar,26.927412,95.95601,605.02,36.9,38.72,103.15,300.76,0.394,alluvial,alluvium,forest,0.629,6.963,0.366,0,0.14,1,66.48,High
218,Tinsukia,26.897873,95.507729,21.89,2.23,44.66,167.35,438.96,0.365,weathered_rock,alluvium,cropland,0.613,4.604,1.949,0,0.325,0,24.32,Low
219,Sonitpur,25.074314,92.420442,226.26,6.98,161.34,479.22,1200.0,0.421,alluvial,alluvium,forest,0.536,4.659,3.188,0,0.614,1,63.69,High
220,Hojai,24.628725,91.687799,152.17,1.21,62.48,223.87,426.59,0.47,alluvial,sandstone,cropland,0.758,8.28,0.887,0,0.186,1,29.43,Moderate
221,Sonitpur,27.815941,92.778657,440.95,40.04,171.83,469.08,1200.0,0.353,sandy_loam,weathered_mixed_rock,forest,0.612,1.519,2.872,1,0.42,1,89.18,Very High
222,Kamrup Metropolitan,28.05768,92.670513,215.46,3.77,60.68,156.58,300.71,0.442,clayey,gneiss,grassland,0.677,4.958,0.337,0,0.21,0,33.1,Moderate
223,Dima Hasao,24.230404,90.711087,709.44,21.46,71.23,212.4,573.36,0.28,alluvial,granite,bare_land,0.54,2.462,1.567,1,0.322,1,61.54,High
224,Cachar,26.279696,94.75235,116.89,27.27,67.36,175.46,294.68,0.318,alluvial,gneiss,forest,0.669,4.655,0.669,0,0.15,1,60.18,High
225,West Karbi Anglong,25.891225,90.307969,623.66,15.32,77.48,241.91,658.58,0.436,clayey,shale,built_up,0.572,0.894,1.465,1,0.438,1,62.62,High
226,West Karbi Anglong,27.175135,90.431408,600.19,18.85,94.85,214.16,856.75,0.347,alluvial,alluvium,cropland,0.661,5.625,3.738,0,0.311,1,54.35,High
227,Nalbari,25.297718,93.343969,75.46,4.77,126.05,425.86,1200.0,0.508,lateritic,granite,built_up,0.852,0.604,1.724,0,0.03,1,56.38,High
228,Hailakandi,26.668483,91.146564,596.5,9.62,66.83,154.81,612.85,0.454,weathered_rock,sandstone,forest,0.349,0.354,1.384,0,0.538,1,46.49,Moderate
229,Baksa,24.355106,95.273182,210.91,16.11,43.8,157.51,266.53,0.325,clayey,sandstone,bare_land,0.743,0.879,0.449,0,0.29,0,45.08,Moderate
230,Udalguri,27.538702,95.988261,276.49,11.64,123.35,332.34,715.11,0.466,colluvial,alluvium,grassland,0.418,1.528,0.187,1,0.737,1,66.12,High
231,Golaghat,25.026397,90.675903,95.33,2.39,31.73,81.69,177.5,0.387,weathered_rock,weathered_mixed_rock,shrubland,0.619,7.277,0.172,0,0.106,1,20.35,Low
232,Goalpara,25.349882,95.614199,204.56,22.28,219.04,461.58,1200.0,0.462,colluvial,sandstone,forest,0.807,1.283,2.779,1,0.122,1,79.51,Very High
233,Kamrup Metropolitan,25.626445,94.665855,161.21,20.17,66.37,300.5,1023.15,0.362,sandy_loam,sandstone,forest,0.587,0.22,0.545,1,0.202,1,67.84,High
234,Goalpara,24.888448,92.085528,268.67,13.36,103.49,407.64,807.89,0.517,alluvial,granite,forest,0.52,0.084,0.176,0,0.579,1,69.18,High
235,Karbi Anglong,27.478262,93.059177,564.88,10.73,180.27,568.3,1200.0,0.573,clayey,alluvium,forest,0.793,3.759,1.271,0,0.099,1,72.48,High
236,Dhemaji,24.2953,92.16662,88.41,0.86,12.57,59.79,254.15,0.372,alluvial,alluvium,forest,0.5,0.078,3.016,0,0.47,1,16.51,Low
237,West Karbi Anglong,28.014191,92.93852,975.56,7.47,140.47,403.53,1200.0,0.481,colluvial,alluvium,cropland,0.477,0.867,0.433,1,0.644,1,66.91,High
238,Dima Hasao,28.001548,92.941986,409.47,43.63,109.24,392.68,1098.64,0.49,lateritic,sandstone,forest,0.529,4.465,0.608,0,0.495,1,88.98,Very High
239,Sonitpur,27.557658,94.482251,364.25,19.41,84.23,221.83,768.48,0.327,colluvial,weathered_mixed_rock,grassland,0.499,1.377,0.442,1,0.515,1,63.84,High
240,Karbi Anglong,28.094227,93.877887,548.11,17.61,202.16,414.6,1051.26,0.397,weathered_rock,alluvium,forest,0.544,3.598,0.277,0,0.516,1,72.2,High
241,Karimganj,27.272911,90.18874,212.0,14.84,134.3,318.99,1038.58,0.381,weathered_rock,weathered_mixed_rock,shrubland,0.514,2.07,0.797,1,0.272,1,66.18,High
242,Karimganj,26.419103,91.578443,230.39,13.08,58.15,217.27,608.24,0.335,clayey,shale,forest,0.485,2.437,0.493,0,0.488,0,49.47,Moderate
243,Kokrajhar,27.102973,90.228098,67.07,4.52,37.14,126.72,265.59,0.314,weathered_rock,shale,forest,0.612,3.524,0.436,0,0.419,0,25.35,Moderate
244,Cachar,24.016986,92.39146,1025.79,8.55,67.28,175.82,625.67,0.404,alluvial,sandstone,forest,0.504,2.678,7.845,1,0.349,0,46.59,Moderate
245,Dima Hasao,26.947323,92.744406,398.34,18.02,192.55,517.61,1185.23,0.596,lateritic,weathered_mixed_rock,forest,0.611,1.872,0.187,1,0.197,1,80.11,Very High
246,Dhubri,24.180716,91.943112,239.8,4.85,22.83,100.69,234.44,0.224,clayey,alluvium,forest,0.656,0.941,0.263,0,0.097,0,19.74,Low
247,Hailakandi,27.816896,90.826795,117.14,10.67,94.02,334.09,1119.2,0.447,clayey,sandstone,shrubland,0.677,3.615,6.875,0,0.505,1,57.15,High
248,Karimganj,27.855062,92.022048,80.53,8.69,51.85,134.61,508.27,0.374,weathered_rock,shale,forest,0.673,10.699,2.964,0,0.117,1,34.23,Moderate
249,Karimganj,24.491576,94.048227,241.42,12.94,65.48,202.16,578.84,0.294,alluvial,shale,forest,0.67,0.551,1.669,0,0.193,0,46.02,Moderate
250,Hojai,26.922408,90.471137,70.28,3.21,32.48,169.54,413.38,0.377,alluvial,gneiss,cropland,0.661,2.921,3.956,0,0.198,0,23.77,Low
251,West Karbi Anglong,26.873018,93.006167,818.99,16.5,73.28,145.89,547.21,0.353,sandy_loam,gneiss,cropland,0.461,5.529,0.156,0,0.301,1,48.34,Moderate
252,Cachar,26.141751,94.097733,313.47,32.49,91.13,284.57,600.04,0.368,sandy_loam,weathered_mixed_rock,forest,0.742,7.447,1.843,0,0.245,1,73.84,High
253,Hojai,24.107602,90.998742,25.37,1.32,52.88,199.65,759.29,0.495,weathered_rock,alluvium,forest,0.741,4.697,6.079,0,0.43,0,29.25,Moderate
254,Cachar,24.490645,95.505138,256.09,32.23,70.1,210.61,402.72,0.439,weathered_rock,alluvium,forest,0.712,2.233,0.556,0,0.367,1,71.49,High
255,Karbi Anglong,26.834885,90.554545,868.59,40.12,93.07,242.83,546.19,0.591,sandy_loam,alluvium,forest,0.575,6.321,3.132,0,0.236,1,80.66,Very High
256,Kamrup Metropolitan,26.277357,90.695151,300.76,12.61,79.15,232.47,499.44,0.381,lateritic,gneiss,forest,0.786,0.967,0.213,1,0.199,1,57.68,High
257,Dhubri,24.198903,90.48589,45.63,14.15,84.58,258.78,777.19,0.429,clayey,granite,cropland,0.454,0.058,0.021,0,0.63,1,58.34,High
258,Lakhimpur,26.225494,94.735747,53.33,1.2,134.87,411.85,983.98,0.44,alluvial,granite,cropland,0.551,2.073,0.116,0,0.049,1,48.5,Moderate
259,Kamrup Metropolitan,27.651717,90.305535,189.32,8.6,20.87,47.99,198.77,0.246,clayey,gneiss,forest,0.707,1.11,6.969,1,0.246,1,31.87,Moderate
260,Dima Hasao,27.829015,92.886045,346.59,8.41,35.11,70.63,435.3,0.379,weathered_rock,shale,built_up,0.47,6.053,2.486,0,0.576,0,31.81,Moderate
261,Udalguri,26.997047,95.292311,121.14,14.33,74.89,266.29,817.66,0.383,sandy_loam,sandstone,forest,0.853,2.754,2.573,1,0.088,0,58.37,High
262,South Salmara-Mankachar,26.84937,93.284156,55.59,2.9,67.32,177.75,503.58,0.303,sandy_loam,weathered_mixed_rock,bare_land,0.58,0.513,0.096,0,0.508,0,32.33,Moderate
263,Karbi Anglong,27.307159,91.986025,189.14,5.9,37.57,180.84,643.98,0.414,sandy_loam,alluvium,cropland,0.608,3.89,0.433,0,0.384,0,35.14,Moderate
264,Kamrup,24.57368,92.557289,1115.78,48.0,44.98,205.2,395.27,0.355,clayey,alluvium,grassland,0.631,1.401,0.268,1,0.531,0,80.99,Very High
265,Barpeta,24.817839,89.86413,17.07,2.58,24.01,109.99,426.78,0.343,clayey,sandstone,forest,0.694,1.3,1.692,0,0.324,0,20.5,Low
266,Tinsukia,26.088662,92.857336,63.43,1.51,72.75,232.77,524.53,0.381,alluvial,gneiss,forest,0.5,7.182,2.964,0,0.397,0,28.55,Moderate
267,Lakhimpur,25.939397,95.373734,12.57,3.89,13.84,74.29,247.79,0.185,alluvial,shale,grassland,0.633,1.288,0.716,0,0.304,0,15.87,Low
268,Lakhimpur,24.792752,95.20891,25.45,2.54,106.48,347.99,688.82,0.366,sandy_loam,sandstone,built_up,0.744,0.366,3.736,0,0.082,0,42.76,Moderate
269,Cachar,26.916513,90.13904,241.44,24.44,47.84,166.93,369.32,0.325,colluvial,sandstone,shrubland,0.741,1.597,4.916,0,0.266,1,57.45,High
270,West Karbi Anglong,27.18667,92.790649,396.82,16.85,43.36,107.41,358.06,0.172,sandy_loam,shale,grassland,0.716,0.044,3.42,0,0.219,1,41.29,Moderate
271,Golaghat,25.164629,90.326577,108.47,8.12,46.87,110.99,446.2,0.324,alluvial,weathered_mixed_rock,built_up,0.609,2.977,5.208,0,0.226,0,26.63,Moderate
272,Golaghat,25.345629,93.400455,23.13,3.81,16.53,103.7,296.02,0.486,sandy_loam,alluvium,cropland,0.788,1.422,1.387,0,0.172,0,23.39,Low
273,Morigaon,25.106519,92.574268,37.4,4.78,13.94,109.48,292.48,0.259,colluvial,alluvium,forest,0.439,2.197,7.394,0,0.385,0,19.52,Low
274,Kokrajhar,25.197995,93.9504,97.3,7.33,87.09,182.7,528.57,0.371,sandy_loam,sandstone,shrubland,0.804,0.935,5.801,0,0.22,0,35.62,Moderate
275,Kamrup,25.568091,92.888254,256.04,11.18,74.19,167.96,406.87,0.391,colluvial,alluvium,grassland,0.861,1.491,1.254,1,0.112,1,50.71,High
276,Goalpara,25.896691,92.46421,673.57,12.99,37.52,92.48,334.23,0.33,alluvial,granite,cropland,0.373,5.104,3.618,0,0.619,1,35.72,Moderate
277,Golaghat,26.081992,91.938305,33.13,1.64,31.03,218.82,798.25,0.45,weathered_rock,gneiss,cropland,0.653,1.468,3.911,0,0.128,1,29.05,Moderate
278,Sonitpur,26.085104,90.113914,229.0,16.7,111.23,398.82,1200.0,0.621,sandy_loam,weathered_mixed_rock,forest,0.819,3.555,0.371,0,0.125,1,71.45,High
279,Lakhimpur,26.654302,94.041801,69.79,0.66,261.52,650.0,1200.0,0.577,alluvial,gneiss,cropland,0.621,1.879,0.428,0,0.227,1,66.51,High
280,Golaghat,25.479637,90.801896,34.92,3.73,35.65,200.63,339.81,0.403,clayey,shale,bare_land,0.642,1.537,0.239,0,0.225,0,32.48,Moderate
281,Baksa,26.16469,94.85072,12.38,4.4,30.54,138.31,521.85,0.406,clayey,alluvium,forest,0.632,1.435,2.576,0,0.167,1,24.97,Low
282,Cachar,26.176221,91.735801,426.01,44.1,86.96,240.92,716.39,0.381,alluvial,weathered_mixed_rock,forest,0.612,0.536,0.691,1,0.189,1,82.2,Very High
283,Cachar,24.41577,94.003722,645.66,26.93,96.54,339.97,927.81,0.495,alluvial,sandstone,cropland,0.855,0.282,0.163,1,0.164,1,77.07,Very High
284,Dima Hasao,26.706214,95.876843,196.19,8.1,121.9,368.85,1200.0,0.503,clayey,alluvium,forest,0.661,3.967,0.389,0,0.145,1,58.31,High
285,Kamrup Metropolitan,25.196121,92.538213,603.03,20.57,71.57,212.41,714.83,0.442,lateritic,sandstone,forest,0.656,1.406,0.523,0,0.161,1,59.98,High
286,Dima Hasao,24.201935,94.559694,136.84,13.21,166.97,422.37,1200.0,0.633,sandy_loam,shale,shrubland,0.465,2.316,0.846,1,0.648,1,73.96,High
287,Goalpara,26.782535,94.689509,433.15,21.81,65.56,245.98,675.03,0.381,sandy_loam,gneiss,shrubland,0.547,4.151,0.685,0,0.739,1,62.65,High
288,Kamrup,24.208196,89.911722,622.77,12.22,83.57,203.12,617.65,0.412,alluvial,weathered_mixed_rock,forest,0.617,0.833,0.603,1,0.315,1,56.74,High
289,West Karbi Anglong,25.900092,93.089764,403.64,14.58,36.65,122.9,487.33,0.255,clayey,weathered_mixed_rock,shrubland,0.694,3.215,0.143,0,0.245,0,40.57,Moderate
290,Darrang,26.670944,91.742946,105.28,5.86,119.06,259.92,675.04,0.423,sandy_loam,alluvium,shrubland,0.637,1.347,2.442,0,0.139,1,41.53,Moderate
291,Dima Hasao,28.29392,92.516019,124.61,15.69,44.41,157.11,525.45,0.365,sandy_loam,gneiss,cropland,0.644,0.601,1.863,0,0.326,0,47.78,Moderate
292,Dima Hasao,26.215048,91.591748,354.78,19.61,41.3,139.97,303.47,0.311,colluvial,alluvium,bare_land,0.768,0.354,0.449,0,0.226,1,52.0,High
293,Nagaon,25.368244,93.110067,57.02,1.93,93.82,171.09,367.74,0.307,alluvial,sandstone,built_up,0.833,0.417,1.211,0,0.088,1,27.01,Moderate
294,Cachar,26.115662,95.385177,292.08,48.0,45.1,73.71,255.18,0.305,lateritic,granite,cropland,0.498,5.646,2.847,0,0.491,1,72.55,High
295,Karbi Anglong,24.841526,90.020575,198.04,44.63,46.57,158.76,602.11,0.391,lateritic,shale,forest,0.721,0.126,3.776,0,0.105,1,77.64,Very High
296,Kamrup,25.883189,91.053366,120.14,6.88,41.37,171.06,541.76,0.403,weathered_rock,alluvium,cropland,0.581,0.23,5.072,0,0.579,1,40.52,Moderate
297,Sivasagar,27.754242,95.327448,66.42,7.31,104.54,222.59,833.79,0.373,alluvial,granite,grassland,0.623,1.649,1.227,0,0.231,0,39.03,Moderate
298,Karbi Anglong,24.585331,90.158033,531.8,12.15,68.65,310.78,687.34,0.467,lateritic,sandstone,forest,0.598,2.772,0.825,0,0.235,0,55.87,High
299,Udalguri,26.279638,92.022129,641.96,21.78,85.24,240.08,976.61,0.375,clayey,sandstone,cropland,0.56,0.447,1.942,0,0.536,1,64.03,High
300,Dima Hasao,26.669469,91.284449,63.48,7.26,45.55,104.44,290.17,0.422,weathered_rock,weathered_mixed_rock,forest,0.611,4.536,2.539,0,0.355,1,33.16,Moderate
301,Dima Hasao,25.345938,90.801037,1010.45,16.76,38.9,88.29,278.04,0.35,clayey,sandstone,grassland,0.635,2.032,0.096,0,0.297,1,44.1,Moderate
302,Kamrup,27.164431,91.416815,399.48,21.24,147.98,443.84,1200.0,0.44,weathered_rock,shale,grassland,0.71,1.842,1.171,1,0.407,1,77.61,Very High
303,Kamrup,26.853933,93.363444,581.01,23.94,129.31,239.78,892.99,0.431,sandy_loam,sandstone,cropland,0.586,1.416,6.685,1,0.194,1,69.2,High
304,Sonitpur,25.995154,95.798762,567.89,13.56,85.87,173.08,619.47,0.318,clayey,shale,built_up,0.542,2.999,0.668,1,0.308,1,53.91,High
305,Dhemaji,26.752307,92.309963,152.38,1.26,18.02,91.09,337.91,0.289,lateritic,gneiss,forest,0.567,0.243,9.42,0,0.248,1,16.73,Low
306,Nalbari,27.613146,92.512277,67.93,2.62,33.64,127.32,462.11,0.342,colluvial,alluvium,forest,0.655,4.933,0.7,0,0.301,0,21.14,Low
307,Kamrup,26.581763,92.215392,409.23,12.48,52.49,201.02,349.04,0.503,sandy_loam,shale,forest,0.521,0.55,3.932,1,0.213,1,56.71,High
308,Cachar,26.445814,95.719086,534.55,20.0,156.88,467.0,1200.0,0.511,colluvial,sandstone,built_up,0.481,0.02,1.581,0,0.575,1,78.15,Very High
309,Golaghat,26.672135,90.525768,27.06,3.11,55.4,104.88,220.54,0.22,alluvial,shale,cropland,0.544,1.49,3.039,0,0.183,0,18.34,Low
310,West Karbi Anglong,26.904972,91.624036,460.92,16.41,175.72,566.52,1200.0,0.611,alluvial,shale,forest,0.5,1.633,6.555,1,0.203,1,79.02,Very High
311,Hailakandi,25.733561,89.889538,515.47,19.02,27.51,123.32,291.72,0.464,clayey,sandstone,shrubland,0.685,5.649,2.526,0,0.235,0,48.51,Moderate
312,Dima Hasao,27.598299,91.868084,200.51,13.0,69.55,247.05,922.75,0.498,sandy_loam,gneiss,forest,0.727,11.499,2.696,0,0.186,1,51.39,High
313,Dima Hasao,27.972786,91.448957,314.54,29.37,119.22,200.27,710.72,0.414,alluvial,sandstone,forest,0.547,2.862,0.446,0,0.359,1,68.83,High
314,Karimganj,26.674011,91.230407,171.17,23.62,91.99,342.17,774.03,0.541,colluvial,alluvium,built_up,0.495,1.811,0.215,1,0.515,1,75.58,Very High
315,Nagaon,27.81293,91.103466,38.25,1.62,108.7,247.9,695.64,0.329,sandy_loam,alluvium,grassland,0.625,5.394,0.431,0,0.258,1,31.56,Moderate
316,Lakhimpur,27.201996,91.800628,43.16,2.78,11.69,112.26,306.46,0.254,sandy_loam,alluvium,forest,0.551,12.744,2.67,0,0.271,0,15.61,Low
317,Hailakandi,25.81875,91.288501,1077.3,34.11,68.54,209.17,455.02,0.35,alluvial,granite,forest,0.439,3.094,0.061,0,0.468,1,71.36,High
